"speaker","age","ethnicity","interviewer","logDigit","vowel","consonant","stress","foll_interval","logProp"
"14",44,"White","man",0.074179398,"a","s","stressed","consonant",-2.21831898184728
"4",32,"White","man",-0.049190244,"a","s","stressed","consonant",-1.83536827468604
"19",30,"White","man",0.057136191,"a","s","stressed","consonant",-2.01989056208799
"18",24,"notWhite","woman",-0.021223636,"a","s","stressed","consonant",-1.98602441222745
"15",25,"White","woman",0.024692613,"a","s","stressed","consonant",-2.63356137178735
"15",25,"White","woman",0.024692613,"a","th","stressed","consonant",-1.63000586272291
"15",25,"White","woman",0.024692613,"e","t","stressed","consonant",-1.98135451137542
"22",34,"White","man",0.063913326,"i","t","stressed","consonant",-2.12287350165695
"17",21,"White","woman",-0.012072581,"ey","s","stressed","consonant",-2.28141818338345
"18",24,"notWhite","woman",-0.021223636,"ey","s","stressed","consonant",-2.60762451628692
"18",24,"notWhite","woman",-0.021223636,"ey","s","stressed","consonant",-2.63206429421227
"14",44,"White","man",0.074179398,"ey","s","stressed","consonant",-1.30650724459218
"13",29,"White","man",-0.046043939,"ey","s","stressed","consonant",-2.32758639518297
"13",29,"White","man",-0.046043939,"ey","s","stressed","consonant",-1.5438964517665
"14",44,"White","man",0.074179398,"ey","s","stressed","consonant",-2.59674613166709
"14",44,"White","man",0.074179398,"ey","s","stressed","consonant",-2.2326390357274
"14",44,"White","man",0.074179398,"o","sh","stressed","consonant",-2.55289727864148
"7",42,"White","woman",-0.071496002,"o","sh","stressed","consonant",-2.32732666797815
"3",45,"White","man",-0.011060947,"o","sh","stressed","consonant",-2.28294911852009
"14",44,"White","man",0.074179398,"o","sh","stressed","consonant",-1.45207991740044
"17",21,"White","woman",-0.012072581,"o","sh","stressed","consonant",-1.83472202832991
"13",29,"White","man",-0.046043939,"e","p","stressed","consonant",-2.2983454924478
"6",44,"White","woman",-0.027371197,"i","t","stressed","consonant",-3.5448254248987
"8",22,"White","man",-0.021223636,"e","s","stressed","consonant",-3.42588999467227
"10",34,"White","woman",-0.021223636,"e","s","stressed","consonant",-1.82251441215152
"8",22,"White","man",-0.021223636,"u","sh","stressed","consonant",-2.24121614644348
"10",34,"White","woman",-0.021223636,"a","f","stressed","consonant",-1.38719974839213
"9",21,"notWhite","man",-0.058688996,"e","s","stressed","consonant",-3.3973652130399
"2",27,"White","woman",-0.0010005,"e","k","stressed","consonant",-2.28355588344252
"1",40,"White","woman",-0.026343975,"o:","t","stressed","consonant",-2.53923522455436
"13",29,"White","man",-0.046043939,"e","s","stressed","consonant",-1.5914917531626
"20",27,"White","man",-0.074723546,"e","s","stressed","consonant",-3.16474699033647
"15",25,"White","woman",0.024692613,"e","s","stressed","consonant",-1.8811535648013
"14",44,"White","man",0.074179398,"e","s","stressed","consonant",-2.3481956041305
"18",24,"notWhite","woman",-0.021223636,"e","s","stressed","consonant",-2.06856568648026
"3",45,"White","man",-0.011060947,"i","k","stressed","consonant",-2.31884561385734
"3",45,"White","man",-0.011060947,"i","k","stressed","consonant",-2.41293315003572
"1",40,"White","woman",-0.026343975,"ay","t","stressed","consonant",-2.0855702634917
"15",25,"White","woman",0.024692613,"o","k","stressed","consonant",-2.01907670797362
"17",21,"White","woman",-0.012072581,"u","f","stressed","consonant",-2.29312875787662
"4",32,"White","man",-0.049190244,"u","f","stressed","consonant",-1.74505047139707
"16",20,"White","woman",-0.043951888,"u:","t","stressed","consonant",-2.34017477726128
"3",45,"White","man",-0.011060947,"a","k","stressed","consonant",-2.08922498799879
"5",42,"White","woman",0.01093994,"ey","f","stressed","consonant",-2.76100994161149
"7",42,"White","woman",-0.071496002,"a","t","stressed","consonant",-1.97812460466342
"13",29,"White","man",-0.046043939,"e","k","stressed","consonant",-2.51441730681345
"6",44,"White","woman",-0.027371197,"e","k","stressed","consonant",-2.44903533303316
"1",40,"White","woman",-0.026343975,"e","t","stressed","consonant",-1.8033586051677
"19",30,"White","man",0.057136191,"e","t","stressed","consonant",-1.87495943719267
"12",22,"White","woman",-0.015113638,"e","k","stressed","consonant",-2.81107178062658
"13",29,"White","man",-0.046043939,"i","k","stressed","consonant",-2.29571074017304
"13",29,"White","man",-0.046043939,"i","k","stressed","consonant",-1.75705462404896
"13",29,"White","man",-0.046043939,"i","k","stressed","consonant",-2.3322298765047
"13",29,"White","man",-0.046043939,"i","k","stressed","consonant",-2.36749458860464
"13",29,"White","man",-0.046043939,"i","k","stressed","consonant",-3.48737507829724
"22",34,"White","man",0.063913326,"a","sh","stressed","consonant",-1.63710001606919
"3",45,"White","man",-0.011060947,"a","k","stressed","consonant",-3.71312542304302
"22",34,"White","man",0.063913326,"a","sh","stressed","consonant",-1.83500277255712
"18",24,"notWhite","woman",-0.021223636,"a","sh","stressed","consonant",-3.07920639370933
"7",42,"White","woman",-0.071496002,"Vw","k","stressed","consonant",-3.89258995329282
"16",20,"White","woman",-0.043951888,"o:","t","stressed","consonant",-2.90164509642715
"2",27,"White","woman",-0.0010005,"o:","t","stressed","consonant",-2.27742596869095
"3",45,"White","man",-0.011060947,"o:","t","stressed","consonant",-4.15711015825379
"14",44,"White","man",0.074179398,"a","f","stressed","consonant",-1.47031230463227
"1",40,"White","woman",-0.026343975,"a","f","stressed","consonant",-2.48726703630252
"17",21,"White","woman",-0.012072581,"a","f","stressed","consonant",-1.8514137878616
"1",40,"White","woman",-0.026343975,"a","f","stressed","consonant",-1.93475100011918
"7",42,"White","woman",-0.071496002,"a","f","stressed","consonant",-1.8274092886347
"12",22,"White","woman",-0.015113638,"a","f","stressed","consonant",-1.66132793420878
"17",21,"White","woman",-0.012072581,"a","f","stressed","consonant",-2.19683403931722
"15",25,"White","woman",0.024692613,"e","p","stressed","consonant",-2.06801439349482
"13",29,"White","man",-0.046043939,"e","p","stressed","consonant",-1.76333207781404
"3",45,"White","man",-0.011060947,"i","k","stressed","consonant",-3.42641817914484
"3",45,"White","man",-0.011060947,"i","k","stressed","consonant",-2.67136680500079
"11",33,"White","man",-0.056570351,"ey","t","stressed","consonant",-2.51916167451281
"11",33,"White","man",-0.056570351,"e","tsh","stressed","consonant",-2.80429032850009
"9",21,"notWhite","man",-0.058688996,"u","f","stressed","consonant",-3.21346828871259
"3",45,"White","man",-0.011060947,"u","f","stressed","consonant",-3.03296161509664
"13",29,"White","man",-0.046043939,"u","f","stressed","consonant",-2.28737874242161
"6",44,"White","woman",-0.027371197,"u","f","stressed","consonant",-3.46797487470087
"14",44,"White","man",0.074179398,"u","f","stressed","consonant",-1.86829954619099
"6",44,"White","woman",-0.027371197,"u","f","stressed","consonant",-2.7598179945105
"19",30,"White","man",0.057136191,"u","f","stressed","consonant",-1.91785242717633
"13",29,"White","man",-0.046043939,"u","f","stressed","consonant",-2.90008981272203
"13",29,"White","man",-0.046043939,"u","f","stressed","consonant",-2.54272622070188
"4",32,"White","man",-0.049190244,"u","f","stressed","consonant",-2.18741202274777
"3",45,"White","man",-0.011060947,"u","f","stressed","consonant",-3.04312089593347
"11",33,"White","man",-0.056570351,"v","f","stressed","consonant",-3.3376839759108
"3",45,"White","man",-0.011060947,"u","f","stressed","consonant",-2.59706220849908
"18",24,"notWhite","woman",-0.021223636,"u","t","stressed","consonant",-3.35066940999697
"16",20,"White","woman",-0.043951888,"ey","k","stressed","consonant",-2.30712024810374
"18",24,"notWhite","woman",-0.021223636,"o:","k","stressed","consonant",-3.29678692196962
"16",20,"White","woman",-0.043951888,"i:","tsh","stressed","consonant",-3.57370638386773
"13",29,"White","man",-0.046043939,"i:","tsh","stressed","consonant",-4.3259905597041
"3",45,"White","man",-0.011060947,"i:","tsh","stressed","consonant",-3.07875602084409
"13",29,"White","man",-0.046043939,"a","t","stressed","consonant",-1.42428946588243
"1",40,"White","woman",-0.026343975,"a","t","stressed","consonant",-1.0472079797635
"16",20,"White","woman",-0.043951888,"a","t","stressed","consonant",-2.22997163717445
"19",30,"White","man",0.057136191,"a","t","stressed","consonant",-1.62873576032764
"11",33,"White","man",-0.056570351,"a","t","stressed","consonant",-2.73389520815564
"1",40,"White","woman",-0.026343975,"a","t","stressed","consonant",-1.446134361524
"1",40,"White","woman",-0.026343975,"a","t","stressed","consonant",-2.11133661224167
"1",40,"White","woman",-0.026343975,"a","t","stressed","consonant",-2.42145155211472
"19",30,"White","man",0.057136191,"a","t","stressed","consonant",-1.45541697847763
"19",30,"White","man",0.057136191,"a","t","stressed","consonant",-1.05694700438744
"11",33,"White","man",-0.056570351,"a","t","stressed","consonant",-2.64253883825682
"11",33,"White","man",-0.056570351,"a","t","stressed","consonant",-2.68105402378273
"22",34,"White","man",0.063913326,"er","t","stressed","consonant",-3.35066940998911
"11",33,"White","man",-0.056570351,"i","s","stressed","consonant",-1.99422801224842
"19",30,"White","man",0.057136191,"i","s","stressed","consonant",-2.15851702353188
"13",29,"White","man",-0.046043939,"i","s","stressed","consonant",-1.47098823985199
"8",22,"White","man",-0.021223636,"i","s","stressed","consonant",-1.98788369844742
"5",42,"White","woman",0.01093994,"i","s","stressed","consonant",-1.57480370477802
"12",22,"White","woman",-0.015113638,"i","s","stressed","consonant",-1.72489507848428
"13",29,"White","man",-0.046043939,"u","tsh","stressed","consonant",-2.24447746203774
"11",33,"White","man",-0.056570351,"a","sh","stressed","consonant",-2.3426795500139
"14",44,"White","man",0.074179398,"a","sh","stressed","consonant",-1.7237383404642
"8",22,"White","man",-0.021223636,"er","k","stressed","consonant",-3.34739467560107
"1",40,"White","woman",-0.026343975,"a","s","stressed","consonant",-1.39681931458613
"3",45,"White","man",-0.011060947,"o","sh","stressed","consonant",-1.94591014912382
"13",29,"White","man",-0.046043939,"o","s","stressed","consonant",-3.54636270698606
"19",30,"White","man",0.057136191,"o","tsh","stressed","consonant",-2.18568205231165
"7",42,"White","woman",-0.071496002,"o","tsh","stressed","consonant",-2.29094313891938
"7",42,"White","woman",-0.071496002,"o","tsh","stressed","consonant",-2.90007781965823
"15",25,"White","woman",0.024692613,"i:","k","stressed","consonant",-1.72977836357301
"13",29,"White","man",-0.046043939,"ey","t","stressed","consonant",-2.73406544023007
"7",42,"White","woman",-0.071496002,"o","t","stressed","consonant",-2.0854717108006
"7",42,"White","woman",-0.071496002,"o","t","stressed","consonant",-2.56677918419446
"1",40,"White","woman",-0.026343975,"i","tsh","stressed","consonant",-2.13528527758246
"16",20,"White","woman",-0.043951888,"i","tsh","stressed","consonant",-2.98315349167007
"3",45,"White","man",-0.011060947,"i","tsh","stressed","consonant",-2.58834223662241
"3",45,"White","man",-0.011060947,"i","tsh","stressed","consonant",-2.55285731159559
"15",25,"White","woman",0.024692613,"er","k","stressed","consonant",-2.00468502947776
"3",45,"White","man",-0.011060947,"er","k","stressed","consonant",-3.94642443215659
"13",29,"White","man",-0.046043939,"er","k","stressed","consonant",-2.56168210795052
"13",29,"White","man",-0.046043939,"er","k","stressed","consonant",-2.75608422161039
"18",24,"notWhite","woman",-0.021223636,"er","s","stressed","consonant",-1.84578762111481
"13",29,"White","man",-0.046043939,"er","s","stressed","consonant",-2.44106744439264
"21",21,"White","woman",0.01093994,"i","t","stressed","consonant",-2.79749720343638
"14",44,"White","man",0.074179398,"e","s","stressed","consonant",-1.89180961865614
"16",20,"White","woman",-0.043951888,"e","s","stressed","consonant",-2.57270662786584
"16",20,"White","woman",-0.043951888,"e","s","stressed","consonant",-1.54441778788288
"7",42,"White","woman",-0.071496002,"e","s","stressed","consonant",-2.16271941020813
"13",29,"White","man",-0.046043939,"e","s","stressed","consonant",-1.426153120537
"3",45,"White","man",-0.011060947,"e","s","stressed","consonant",-2.59420094589184
"16",20,"White","woman",-0.043951888,"e","s","stressed","consonant",-2.07706396555317
"20",27,"White","man",-0.074723546,"e","s","stressed","consonant",-2.06868739655043
"16",20,"White","woman",-0.043951888,"e","s","stressed","consonant",-2.93185249740919
"5",42,"White","woman",0.01093994,"e","s","stressed","consonant",-2.34671924219339
"19",30,"White","man",0.057136191,"e","t","stressed","consonant",-1.35813266786805
"4",32,"White","man",-0.049190244,"e","s","stressed","consonant",-1.68504009208727
"3",45,"White","man",-0.011060947,"i","t","stressed","consonant",-1.62475650668751
"3",45,"White","man",-0.011060947,"i","t","stressed","consonant",-2.70061522293145
"19",30,"White","man",0.057136191,"aw","t","stressed","consonant",-2.2031805211341
"12",22,"White","woman",-0.015113638,"e","s","stressed",NA,-1.57011538910331
"12",22,"White","woman",-0.015113638,"e","s","stressed",NA,-1.53937448992734
"12",22,"White","woman",-0.015113638,"o:","s","stressed",NA,-1.39391828627307
"18",24,"notWhite","woman",-0.021223636,"ey","s","stressed",NA,-3.07036744528575
"7",42,"White","woman",-0.071496002,"ay","t","stressed",NA,-2.23724303620511
"12",22,"White","woman",-0.015113638,"a","f","stressed",NA,-3.21346828894883
"3",45,"White","man",-0.011060947,"e","s","stressed",NA,-1.35556901658437
"11",33,"White","man",-0.056570351,"aw","t","stressed","pause",-2.89535285330583
"22",34,"White","man",0.063913326,"aw","t","stressed","pause",-2.20175962212075
"1",40,"White","woman",-0.026343975,"aw","t","stressed","pause",-1.85305066992757
"22",34,"White","man",0.063913326,"aw","t","stressed","pause",-2.65908370908614
"1",40,"White","woman",-0.026343975,"aw","t","stressed","pause",-2.71516766879313
"12",22,"White","woman",-0.015113638,"o","s","stressed","pause",-2.09721115776213
"2",27,"White","woman",-0.0010005,"ay","t","stressed","pause",-2.41497236494752
"6",44,"White","woman",-0.027371197,"a:","s","stressed","pause",-2.01862941732917
"4",32,"White","man",-0.049190244,"a:","s","stressed","pause",-1.98738932318459
"9",21,"notWhite","man",-0.058688996,"t",NA,"stressed","pause",-2.92019762414973
"7",42,"White","woman",-0.071496002,"a","s","stressed","pause",-1.78943359950834
"17",21,"White","woman",-0.012072581,"a","s","stressed","pause",-2.38015554309678
"1",40,"White","woman",-0.026343975,"a","s","stressed","pause",-2.43770656303385
"4",32,"White","man",-0.049190244,"a","s","stressed","pause",-1.30220963146637
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-1.39313069600789
"12",22,"White","woman",-0.015113638,"a","t","stressed","pause",-2.58937390944421
"11",33,"White","man",-0.056570351,"a","k","stressed","pause",-1.97190812330289
"18",24,"notWhite","woman",-0.021223636,"a","k","stressed","pause",-1.28476603950743
"2",27,"White","woman",-0.0010005,"a","k","stressed","pause",-2.7415300147888
"16",20,"White","woman",-0.043951888,"a","k","stressed","pause",-1.43560292961866
"2",27,"White","woman",-0.0010005,"a","k","stressed","pause",-1.1293185818789
"13",29,"White","man",-0.046043939,"a","k","stressed","pause",-0.899026720253308
"1",40,"White","woman",-0.026343975,"a","k","stressed","pause",-1.43997451059559
"18",24,"notWhite","woman",-0.021223636,"a","k","stressed","pause",-1.53158761377948
"2",27,"White","woman",-0.0010005,"a","k","stressed","pause",-1.45102967929769
"19",30,"White","man",0.057136191,"a","k","stressed","pause",-2.34134463913601
"14",44,"White","man",0.074179398,"a","k","stressed","pause",-1.04169199877076
"14",44,"White","man",0.074179398,"a","k","stressed","pause",-1.4855776985798
"17",21,"White","woman",-0.012072581,"a","th","stressed","pause",-1.5238777794265
"5",42,"White","woman",0.01093994,"i:","tsh","stressed","pause",-2.28277477344296
"16",20,"White","woman",-0.043951888,"i:","tsh","stressed","pause",-1.91993466266465
"7",42,"White","woman",-0.071496002,"i:","tsh","stressed","pause",-2.83176903903208
"5",42,"White","woman",0.01093994,"i:","tsh","stressed","pause",-2.08092853087813
"16",20,"White","woman",-0.043951888,"i:","tsh","stressed","pause",-2.36228212687189
"10",34,"White","woman",-0.021223636,"e","s","stressed","pause",-2.18874995035434
"20",27,"White","man",-0.074723546,"e","s","stressed","pause",-3.02529107623188
"10",34,"White","woman",-0.021223636,"e","s","stressed","pause",-2.01749459738563
"1",40,"White","woman",-0.026343975,"e","s","stressed","pause",-1.980182544821
"14",44,"White","man",0.074179398,"e","s","stressed","pause",-1.89420821755136
"14",44,"White","man",0.074179398,"e","s","stressed","pause",-1.73638199966156
"6",44,"White","woman",-0.027371197,"e","t","stressed","pause",-3.51178715322716
"6",44,"White","woman",-0.027371197,"e","t","stressed","pause",-2.20365140896518
"6",44,"White","woman",-0.027371197,"e","t","stressed","pause",-3.23936798918218
"19",30,"White","man",0.057136191,"ay","k","stressed","pause",-2.29829016852421
"1",40,"White","woman",-0.026343975,"ay","k","stressed","pause",-3.47265634543098
"11",33,"White","man",-0.056570351,"i","t","stressed","pause",-1.8183391070685
"14",44,"White","man",0.074179398,"i","t","stressed","pause",-1.98668080663799
"13",29,"White","man",-0.046043939,"i","t","stressed","pause",-1.17653153504952
"5",42,"White","woman",0.01093994,"i","t","stressed","pause",-2.6863815188387
"11",33,"White","man",-0.056570351,"i","t","stressed","pause",-2.28753034413376
"1",40,"White","woman",-0.026343975,"i","t","stressed","pause",-2.19722457730598
"3",45,"White","man",-0.011060947,"i","t","stressed","pause",-1.91718960722621
"5",42,"White","woman",0.01093994,"i","t","stressed","pause",-2.22474969320391
"20",27,"White","man",-0.074723546,"a","k","stressed","pause",-2.82960229247437
"15",25,"White","woman",0.024692613,"a","k","stressed","pause",-0.916290731874155
"20",27,"White","man",-0.074723546,"a","k","stressed","pause",-1.84659201340615
"10",34,"White","woman",-0.021223636,"o","k","stressed","pause",-1.73012525452601
"18",24,"notWhite","woman",-0.021223636,"o","s","stressed","pause",-1.72199231888725
"22",34,"White","man",0.063913326,"Vw","th","stressed","pause",-1.57674106403277
"1",40,"White","woman",-0.026343975,"i","t","stressed","pause",-1.87530751916923
"20",27,"White","man",-0.074723546,"u","s","stressed","pause",-1.51573776915327
"14",44,"White","man",0.074179398,"u","s","stressed","pause",-1.78285523313392
"18",24,"notWhite","woman",-0.021223636,"u","s","stressed","pause",-1.77177388702739
"12",22,"White","woman",-0.015113638,"u","s","stressed","pause",-2.25647388221352
"11",33,"White","man",-0.056570351,"v","t","stressed","pause",-2.16496371492001
"1",40,"White","woman",-0.026343975,"u","t","stressed","pause",-2.25592727457569
"16",20,"White","woman",-0.043951888,"u","t","stressed","pause",-1.80441977049756
"12",22,"White","woman",-0.015113638,"u","t","stressed","pause",-2.11939359272241
"2",27,"White","woman",-0.0010005,"u","t","stressed","pause",-3.35947892811311
"1",40,"White","woman",-0.026343975,"u","t","stressed","pause",-2.50467518016146
"16",20,"White","woman",-0.043951888,"u","t","stressed","pause",-1.63095873982792
"12",22,"White","woman",-0.015113638,"u","t","stressed","pause",-2.10289844193543
"11",33,"White","man",-0.056570351,"u","t","stressed","pause",-2.57296484166812
"20",27,"White","man",-0.074723546,"v","t","stressed","pause",-3.04316096733017
"16",20,"White","woman",-0.043951888,"u","t","stressed","pause",-1.8154804914575
"11",33,"White","man",-0.056570351,"u","t","stressed","pause",-1.93646720816521
"16",20,"White","woman",-0.043951888,"u","t","stressed","pause",-1.61150503170483
"12",22,"White","woman",-0.015113638,"u","t","stressed","pause",-2.61599712251154
"11",33,"White","man",-0.056570351,"u","t","stressed","pause",-1.42711635577054
"16",20,"White","woman",-0.043951888,"u","t","stressed","pause",-3.42846636160763
"11",33,"White","man",-0.056570351,"ey","s","stressed","pause",-2.27471904253399
"14",44,"White","man",0.074179398,"ey","s","stressed","pause",-2.09371356357259
"18",24,"notWhite","woman",-0.021223636,"ey","s","stressed","pause",-1.9907476922804
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-3.68055159332634
"5",42,"White","woman",0.01093994,"e","k","stressed","pause",-2.47100587986166
"11",33,"White","man",-0.056570351,"i:","k","stressed","pause",-2.42123496402196
"2",27,"White","woman",-0.0010005,"er","k","stressed","pause",-2.4155799442234
"18",24,"notWhite","woman",-0.021223636,"i","t","stressed","pause",-3.77653400024662
"17",21,"White","woman",-0.012072581,"a","s","stressed","pause",-2.61819493899188
"5",42,"White","woman",0.01093994,"a","s","stressed","pause",-1.66179314282895
"4",32,"White","man",-0.049190244,"a","s","stressed","pause",-2.0383648871245
"19",30,"White","man",0.057136191,"a","s","stressed","pause",-2.37969232341168
"8",22,"White","man",-0.021223636,"a","s","stressed","pause",-2.3332306356721
"7",42,"White","woman",-0.071496002,"a","s","stressed","pause",-1.90814070750845
"8",22,"White","man",-0.021223636,"a","s","stressed","pause",-1.92411579704617
"4",32,"White","man",-0.049190244,"a","s","stressed","pause",-1.94185809234499
"8",22,"White","man",-0.021223636,"a","s","stressed","pause",-1.98442137994316
"13",29,"White","man",-0.046043939,"Vw","s","stressed","pause",-2.29960098506811
"11",33,"White","man",-0.056570351,"Vw","s","stressed","pause",-2.96395248159128
"13",29,"White","man",-0.046043939,"Vw","s","stressed","pause",-1.95594367795062
"11",33,"White","man",-0.056570351,"o:","s","stressed","pause",-2.08123938897127
"4",32,"White","man",-0.049190244,"o:","s","stressed","pause",-2.18690582109311
"12",22,"White","woman",-0.015113638,"o:","s","stressed","pause",-1.95385944717078
"13",29,"White","man",-0.046043939,"o:","s","stressed","pause",-2.26396585564912
"4",32,"White","man",-0.049190244,"o:","s","stressed","pause",-1.90636208658622
"2",27,"White","woman",-0.0010005,"o:","s","stressed","pause",-1.91123256895906
"14",44,"White","man",0.074179398,"a","sh","stressed","pause",-1.77420246895484
"6",44,"White","woman",-0.027371197,"o","s","stressed","pause",-1.59056594776534
"10",34,"White","woman",-0.021223636,"o","s","stressed","pause",-2.5678245794367
"13",29,"White","man",-0.046043939,"e","th","stressed","pause",-1.75904742851948
"22",34,"White","man",0.063913326,"e","th","stressed","pause",-1.72573752691206
"14",44,"White","man",0.074179398,"e","s","stressed","pause",-1.81915844344666
"4",32,"White","man",-0.049190244,"e","s","stressed","pause",-1.54272199341224
"1",40,"White","woman",-0.026343975,"ay","s","stressed","pause",-3.21370364967466
"13",29,"White","man",-0.046043939,"ayV","t","stressed","pause",-2.32759785206213
"13",29,"White","man",-0.046043939,"e","s","stressed","pause",-2.30249954962053
"13",29,"White","man",-0.046043939,"i:","s","stressed","pause",-2.7215912034419
"14",44,"White","man",0.074179398,"i:","t","stressed","pause",-2.55609618106233
"19",30,"White","man",0.057136191,"ey","t","stressed","pause",-2.60335860118586
"12",22,"White","woman",-0.015113638,"ey","t","stressed","pause",-2.40741915437022
"2",27,"White","woman",-0.0010005,"ey","t","stressed","pause",-1.92718300994785
"4",32,"White","man",-0.049190244,"i","sh","unstressed","pause",-2.19553462856248
"16",20,"White","woman",-0.043951888,"u","f","stressed","pause",-1.92504775819729
"2",27,"White","woman",-0.0010005,"u","f","stressed","pause",-2.79777897096703
"19",30,"White","man",0.057136191,"ey","t","stressed","pause",-2.16408142712353
"4",32,"White","man",-0.049190244,"ey","s","stressed","pause",-1.23992186623671
"18",24,"notWhite","woman",-0.021223636,"ey","s","stressed","pause",-2.36635158232954
"9",21,"notWhite","man",-0.058688996,"ey","s","stressed","pause",-2.41464453658333
"4",32,"White","man",-0.049190244,"ey","s","stressed","pause",-2.04285806939513
"10",34,"White","woman",-0.021223636,"a","k","stressed","pause",-1.29836784440939
"4",32,"White","man",-0.049190244,"a","s","stressed","pause",-1.65564339823169
"18",24,"notWhite","woman",-0.021223636,"a","s","stressed","pause",-1.91025367378984
"8",22,"White","man",-0.021223636,"a","s","stressed","pause",-1.88532811583944
"18",24,"notWhite","woman",-0.021223636,"ay","t","stressed","pause",-2.92142125361548
"11",33,"White","man",-0.056570351,"ay","t","stressed","pause",-2.79949249092568
"12",22,"White","woman",-0.015113638,"ay","t","stressed","pause",-2.04198563421303
"14",44,"White","man",0.074179398,"i","sh","unstressed","pause",-1.55687558227563
"9",21,"notWhite","man",-0.058688996,"er","s","stressed","pause",-3.09284030102741
"13",29,"White","man",-0.046043939,"er","s","stressed","pause",-2.77585357827458
"11",33,"White","man",-0.056570351,"er","s","stressed","pause",-3.44509157497679
"12",22,"White","woman",-0.015113638,"er","s","stressed","pause",-2.74865067415529
"9",21,"notWhite","man",-0.058688996,"i","sh","stressed","pause",-2.35524135788832
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-1.76478037698224
"12",22,"White","woman",-0.015113638,"a","t","stressed","pause",-2.57062652185295
"12",22,"White","woman",-0.015113638,"a","t","stressed","pause",-1.45322647715429
"12",22,"White","woman",-0.015113638,"u","t","stressed","pause",-2.41112181630317
"5",42,"White","woman",0.01093994,"o:","s","stressed","pause",-3.897794662273
"13",29,"White","man",-0.046043939,"e","sh","stressed","pause",-2.55994333233872
"12",22,"White","woman",-0.015113638,"e","t","stressed","pause",-1.94974035218195
"4",32,"White","man",-0.049190244,"V","s","unstressed","pause",-2.14139152467283
"5",42,"White","woman",0.01093994,"a","s","stressed","pause",-2.32093423181303
"11",33,"White","man",-0.056570351,"Vw","t","stressed","pause",-2.13515214877226
"5",42,"White","woman",0.01093994,"o","t","stressed","pause",-2.37730863928614
"12",22,"White","woman",-0.015113638,"o","t","stressed","pause",-1.66810355416152
"13",29,"White","man",-0.046043939,"o","t","stressed","pause",-1.57931103762637
"10",34,"White","woman",-0.021223636,"a","s","stressed","pause",-1.42719458312755
"12",22,"White","woman",-0.015113638,"i:","s","stressed","pause",-2.76776943595334
"13",29,"White","man",-0.046043939,"u:","p","stressed","pause",-1.7571418381254
"19",30,"White","man",0.057136191,"u:","p","stressed","pause",-2.33712752175207
"19",30,"White","man",0.057136191,"u:","p","stressed","pause",-2.20655176026554
"11",33,"White","man",-0.056570351,"u:","p","stressed","pause",-2.04871619736512
"13",29,"White","man",-0.046043939,"u:","p","stressed","pause",-2.27504373587881
"20",27,"White","man",-0.074723546,"e","s","stressed","pause",-2.46449777829277
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-2.25640489410686
"19",30,"White","man",0.057136191,"e","s","stressed","pause",-2.48057768270239
"9",21,"notWhite","man",-0.058688996,"e","s","stressed","pause",-1.62912350706888
"19",30,"White","man",0.057136191,"e","s","stressed","pause",-1.86639464087634
"3",45,"White","man",-0.011060947,"e","s","stressed","pause",-2.2520571214379
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-1.87299501834167
"19",30,"White","man",0.057136191,"e","s","stressed","pause",-1.62002865326146
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-2.36538329974635
"6",44,"White","woman",-0.027371197,"a","f","stressed","pause",-3.03136084182619
"6",44,"White","woman",-0.027371197,"a","f","stressed","pause",-2.27942311101817
"13",29,"White","man",-0.046043939,"a","p","stressed","pause",-2.64350186866699
"16",20,"White","woman",-0.043951888,"ey","t","stressed","pause",-3.12475616370762
"22",34,"White","man",0.063913326,"i:","p","stressed","pause",-2.34180580621264
"5",42,"White","woman",0.01093994,"e","k","stressed","pause",-2.43800591229287
"4",32,"White","man",-0.049190244,"V","s","unstressed","pause",-2.3930759863745
"4",32,"White","man",-0.049190244,"V","s","unstressed","pause",-2.28169751196621
"10",34,"White","woman",-0.021223636,"o","t","stressed","pause",-2.07084303617661
"11",33,"White","man",-0.056570351,"aw","s","stressed","pause",-2.62493576432048
"9",21,"notWhite","man",-0.058688996,"aw","s","stressed","pause",-2.3442955816505
"1",40,"White","woman",-0.026343975,"aw","s","stressed","pause",-2.03414078550271
"16",20,"White","woman",-0.043951888,"aw","s","stressed","pause",-1.73915180572618
"6",44,"White","woman",-0.027371197,"aw","s","stressed","pause",-2.98520963688665
"7",42,"White","woman",-0.071496002,"aw","s","stressed","pause",-1.62413669393088
"3",45,"White","man",-0.011060947,"aw","s","stressed","pause",-2.38875271720715
"20",27,"White","man",-0.074723546,"aw","s","stressed","pause",-3.69897610442317
"1",40,"White","woman",-0.026343975,"aw","s","stressed","pause",-2.54638805603435
"5",42,"White","woman",0.01093994,"aw","s","stressed","pause",-2.06385681065168
"16",20,"White","woman",-0.043951888,"aw","s","stressed","pause",-3.44162279799521
"8",22,"White","man",-0.021223636,"aw","s","stressed","pause",-1.53611445702781
"11",33,"White","man",-0.056570351,"e","t","stressed","pause",-2.59628351364563
