"speaker","age","ethnicity","interviewer","logDigit","vowel","consonant","stress","foll_interval","logProp"
"13",29,"White","man",-0.046043939,"e","t","stressed","pause",-2.52890522432307
"10",34,"White","woman",-0.021223636,"u","s","stressed","pause",-0.996018000510483
"13",29,"White","man",-0.046043939,"u","s","stressed","pause",-3.69726296786363
"11",33,"White","man",-0.056570351,"v","s","stressed","pause",-2.65019950609534
"14",44,"White","man",0.074179398,"u","s","stressed","pause",-2.31676972800189
"14",44,"White","man",0.074179398,"u","s","stressed","pause",-1.96465880839226
"11",33,"White","man",-0.056570351,"i:","p","stressed","pause",-2.34443044186735
"19",30,"White","man",0.057136191,"i","tsh","stressed","pause",-3.54181472818386
"19",30,"White","man",0.057136191,"i","t","stressed","pause",-1.85975009809086
"5",42,"White","woman",0.01093994,"ey","k","stressed","pause",-2.89538306000624
"18",24,"notWhite","woman",-0.021223636,"a","sh","stressed","pause",-1.71817040828912
"10",34,"White","woman",-0.021223636,"a","s","stressed","pause",-1.94250368134282
"19",30,"White","man",0.057136191,"ey","t","stressed","pause",-3.1462623689864
"6",44,"White","woman",-0.027371197,"ey","t","stressed","pause",-4.13697721982594
"8",22,"White","man",-0.021223636,"a","f","stressed","pause",-2.58517139766682
"9",21,"notWhite","man",-0.058688996,"i:","s","stressed","pause",-2.88804588806401
"8",22,"White","man",-0.021223636,"i:","s","stressed","pause",-3.03655426809092
"9",21,"notWhite","man",-0.058688996,"i:","s","stressed","pause",-2.58697226964846
"6",44,"White","woman",-0.027371197,"e","f","stressed","pause",-2.83783967563376
"8",22,"White","man",-0.021223636,"e","f","stressed","pause",-2.15334167613505
"10",34,"White","woman",-0.021223636,"e","s","stressed","pause",-2.71135585577826
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-2.06440556881957
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-2.83210513705095
"4",32,"White","man",-0.049190244,"e","s","stressed","pause",-2.21382126044854
"19",30,"White","man",0.057136191,"e","s","stressed","pause",-1.99037098868547
"17",21,"White","woman",-0.012072581,"e","s","stressed","pause",-2.14701923332482
"22",34,"White","man",0.063913326,"ay","f","stressed","pause",-1.55557802705924
"19",30,"White","man",0.057136191,"ay","f","stressed","pause",-1.98159582246515
"6",44,"White","woman",-0.027371197,"ay","f","stressed","pause",-2.61705133349534
"3",45,"White","man",-0.011060947,"ay","f","stressed","pause",-2.49500329999348
"3",45,"White","man",-0.011060947,"ay","f","stressed","pause",-3.35905176054522
"7",42,"White","woman",-0.071496002,"ay","k","stressed","pause",-1.68224633927891
"13",29,"White","man",-0.046043939,"i","s","stressed","pause",-1.42170881943622
"3",45,"White","man",-0.011060947,"i","t","stressed","pause",-2.3487262488648
"13",29,"White","man",-0.046043939,"u","k","stressed","pause",-2.29099288093588
"3",45,"White","man",-0.011060947,"o","s","stressed","pause",-2.30005793692815
"1",40,"White","woman",-0.026343975,"o","t","stressed","pause",-1.64730784127679
"5",42,"White","woman",0.01093994,"o","t","stressed","pause",-3.07305493368742
"22",34,"White","man",0.063913326,"o","t","stressed","pause",-1.79077566950542
"19",30,"White","man",0.057136191,"o","t","stressed","pause",-2.09155474181288
"2",27,"White","woman",-0.0010005,"o","t","stressed","pause",-1.75897964536792
"11",33,"White","man",-0.056570351,"o","t","stressed","pause",-1.89904121503791
"12",22,"White","woman",-0.015113638,"o","t","stressed","pause",-2.06038325351956
"2",27,"White","woman",-0.0010005,"o","t","stressed","pause",-1.67549966305362
"13",29,"White","man",-0.046043939,"o","t","stressed","pause",-1.72884229115796
"3",45,"White","man",-0.011060947,"ey","k","stressed","pause",-2.4081957540152
"2",27,"White","woman",-0.0010005,"a:","tsh","stressed","pause",-2.81040257932291
"9",21,"notWhite","man",-0.058688996,"a","s","stressed","pause",-2.88804588837375
"11",33,"White","man",-0.056570351,"ey","t","stressed","pause",-2.47011241257824
"11",33,"White","man",-0.056570351,"ey","t","stressed","pause",-3.43417182237745
"5",42,"White","woman",0.01093994,"a","th","stressed","pause",-2.89877284991086
"17",21,"White","woman",-0.012072581,"a","t","stressed","pause",-1.4880342925263
"12",22,"White","woman",-0.015113638,"i:","t","stressed","pause",-2.53284611187463
"12",22,"White","woman",-0.015113638,"i:","t","stressed","pause",-2.47490656660013
"19",30,"White","man",0.057136191,"e","t","stressed","pause",-1.80185611964693
"20",27,"White","man",-0.074723546,"e","t","stressed","pause",-3.33379229269093
"1",40,"White","woman",-0.026343975,"i","s","stressed","pause",-2.38918266499565
"2",27,"White","woman",-0.0010005,"i","s","stressed","pause",-2.42151852202173
"5",42,"White","woman",0.01093994,"u","tsh","stressed","pause",-2.63403219336135
"19",30,"White","man",0.057136191,"u","tsh","stressed","pause",-2.14802144787619
"3",45,"White","man",-0.011060947,"u","tsh","stressed","pause",-3.13936031639169
"2",27,"White","woman",-0.0010005,"u","tsh","stressed","pause",-3.00055931429524
"19",30,"White","man",0.057136191,"u","tsh","stressed","pause",-2.22429807111317
"19",30,"White","man",0.057136191,"u","tsh","stressed","pause",-3.21470440022918
"7",42,"White","woman",-0.071496002,"u","tsh","stressed","pause",-2.54307728256875
"16",20,"White","woman",-0.043951888,"u","tsh","stressed","pause",-2.44072199351869
"20",27,"White","man",-0.074723546,"v","sh","stressed","pause",-2.40193751295646
"3",45,"White","man",-0.011060947,"o:","t","stressed","pause",-4.1664346743475
"13",29,"White","man",-0.046043939,"e","k","stressed","pause",-2.63694152211535
"5",42,"White","woman",0.01093994,"ay","s","stressed","pause",-3.38361779741089
"6",44,"White","woman",-0.027371197,"ay","s","stressed","pause",-3.22205203234037
"4",32,"White","man",-0.049190244,"ay","s","stressed","pause",-2.45523088162877
"11",33,"White","man",-0.056570351,"ay","s","stressed","pause",-1.78815096082178
"8",22,"White","man",-0.021223636,"ay","s","stressed","pause",-2.00949548420621
"12",22,"White","woman",-0.015113638,"ay","s","stressed","pause",-3.03855227061122
"20",27,"White","man",-0.074723546,"ay","s","stressed","pause",-3.61893339676692
"1",40,"White","woman",-0.026343975,"ay","s","stressed","pause",-2.08302082170487
"20",27,"White","man",-0.074723546,"ay","s","stressed","pause",-3.32410730012528
"20",27,"White","man",-0.074723546,"ay","s","stressed","pause",-3.54482542464168
"13",29,"White","man",-0.046043939,"ay","t","stressed","pause",-2.06484557942415
"1",40,"White","woman",-0.026343975,"o:","th","stressed","pause",-3.11671227710667
"1",40,"White","woman",-0.026343975,"o","t","stressed","pause",-1.74883442445529
"3",45,"White","man",-0.011060947,"o","t","stressed","pause",-1.61753512272944
"11",33,"White","man",-0.056570351,"o","t","stressed","pause",-3.09791872690223
"11",33,"White","man",-0.056570351,"o","t","stressed","pause",-2.04034611299438
"11",33,"White","man",-0.056570351,"o","t","stressed","pause",-2.84928596207705
"4",32,"White","man",-0.049190244,"i","s","unstressed","pause",-2.46404425885378
"9",21,"notWhite","man",-0.058688996,"e","s","stressed","pause",-3.53594016133421
"6",44,"White","woman",-0.027371197,"e","s","stressed","pause",-3.69859455066454
"3",45,"White","man",-0.011060947,"e","s","stressed","pause",-2.27185974866004
"17",21,"White","woman",-0.012072581,"e","s","stressed","pause",-2.5197419640195
"14",44,"White","man",0.074179398,"o","f","stressed","pause",-1.71107055809144
"21",21,"White","woman",0.01093994,"o","f","stressed","pause",-2.09790644155754
"17",21,"White","woman",-0.012072581,"o","f","stressed","pause",-1.52546858677238
"10",34,"White","woman",-0.021223636,"o","f","stressed","pause",-1.27556859451941
"6",44,"White","woman",-0.027371197,"o","f","stressed","pause",-2.55332229215324
"18",24,"notWhite","woman",-0.021223636,"o","f","stressed","pause",-2.23263903559195
"3",45,"White","man",-0.011060947,"o","f","stressed","pause",-2.1282317057677
"3",45,"White","man",-0.011060947,"o","f","stressed","pause",-1.84659201338415
"3",45,"White","man",-0.011060947,"o","f","stressed","pause",-1.2986017370334
"4",32,"White","man",-0.049190244,"i","s","unstressed","pause",-2.12953548697132
"14",44,"White","man",0.074179398,"aw","t","stressed","pause",-2.02499967105006
"1",40,"White","woman",-0.026343975,"aw","t","stressed","pause",-1.86291597699914
"19",30,"White","man",0.057136191,"aw","t","stressed","pause",-1.83775604090345
"19",30,"White","man",0.057136191,"aw","t","stressed","pause",-1.1973118890576
"19",30,"White","man",0.057136191,"aw","t","stressed","pause",-3.01658002167288
"7",42,"White","woman",-0.071496002,"aw","t","stressed","pause",-1.83360481813106
"12",22,"White","woman",-0.015113638,"aw","t","stressed","pause",-2.98508362137503
"19",30,"White","man",0.057136191,"a:","t","stressed","pause",-2.83176903920196
"1",40,"White","woman",-0.026343975,"a:","t","stressed","pause",-3.84442323977921
"1",40,"White","woman",-0.026343975,"a:","t","stressed","pause",-3.42639659086449
"4",32,"White","man",-0.049190244,"a","s","stressed","pause",-1.50407256610729
"12",22,"White","woman",-0.015113638,"a","s","stressed","pause",-1.92468663687502
"20",27,"White","man",-0.074723546,"a","s","stressed","pause",-2.38410955689011
"10",34,"White","woman",-0.021223636,"a","s","stressed","pause",-1.48641668309565
"4",32,"White","man",-0.049190244,"a","s","stressed","pause",-1.84336424153068
"5",42,"White","woman",0.01093994,"a","s","stressed","pause",-2.04440001561504
"5",42,"White","woman",0.01093994,"a","s","stressed","pause",-2.89321670990665
"11",33,"White","man",-0.056570351,"a","th","stressed","pause",-1.94772565781516
"9",21,"notWhite","man",-0.058688996,"a","t","stressed","pause",-2.86006659055522
"14",44,"White","man",0.074179398,"er","s","stressed","pause",-1.48349822437489
"22",34,"White","man",0.063913326,"i","t","stressed","pause",-1.92504775837018
"22",34,"White","man",0.063913326,"i","t","stressed","pause",-1.46668039512481
"14",44,"White","man",0.074179398,"ey","s","stressed","pause",-1.72176874093682
"13",29,"White","man",-0.046043939,"ey","s","stressed","pause",-2.22306958459963
"14",44,"White","man",0.074179398,"ey","s","stressed","pause",-2.01150743153553
"8",22,"White","man",-0.021223636,"ey","s","stressed","pause",-2.31253542388293
"13",29,"White","man",-0.046043939,"ey","s","stressed","pause",-0.997755674449223
"22",34,"White","man",0.063913326,"ey","s","stressed","pause",-3.12475616367721
"15",25,"White","woman",0.024692613,"o","sh","stressed","pause",-1.5343474609877
"21",21,"White","woman",0.01093994,"o","sh","stressed","pause",-1.62475650672471
"9",21,"notWhite","man",-0.058688996,"o","sh","stressed","pause",-2.20877044823067
"17",21,"White","woman",-0.012072581,"o","sh","stressed","pause",-1.78687744154588
"15",25,"White","woman",0.024692613,"o","sh","stressed","pause",-1.53865008812511
"14",44,"White","man",0.074179398,"o","t","stressed","pause",-1.38869698672505
"19",30,"White","man",0.057136191,"o","t","stressed","pause",-1.68159894080553
"13",29,"White","man",-0.046043939,"u","t","stressed","pause",-2.29768895872836
"14",44,"White","man",0.074179398,"ay","t","stressed","pause",-1.90101148585888
"11",33,"White","man",-0.056570351,"ay","t","stressed","pause",-3.17387845888916
"15",25,"White","woman",0.024692613,"ay","t","stressed","pause",-3.58863874713924
"1",40,"White","woman",-0.026343975,"ay","t","stressed","pause",-2.41372757131104
"7",42,"White","woman",-0.071496002,"ay","t","stressed","pause",-2.80051649562131
"17",21,"White","woman",-0.012072581,"ey","s","stressed","pause",-2.15334657117585
"10",34,"White","woman",-0.021223636,"a","f","stressed","pause",-2.44324136547747
"10",34,"White","woman",-0.021223636,"a","f","stressed","pause",-1.29495490967474
"19",30,"White","man",0.057136191,"a","k","stressed","pause",-2.41242679248293
"3",45,"White","man",-0.011060947,"a","k","stressed","pause",-3.39517614416423
"3",45,"White","man",-0.011060947,"e","k","stressed","pause",-2.21705678941469
"11",33,"White","man",-0.056570351,"ay","t","stressed","pause",-1.46330606018998
"5",42,"White","woman",0.01093994,"ay","t","stressed","pause",-2.76149803561525
"22",34,"White","man",0.063913326,"ay","t","stressed","pause",-2.49832758809287
"19",30,"White","man",0.057136191,"ay","t","stressed","pause",-2.11509136112371
"1",40,"White","woman",-0.026343975,"ay","p","stressed","pause",-1.61543493189966
"18",24,"notWhite","woman",-0.021223636,"o","k","stressed","pause",-2.55144613486489
"8",22,"White","man",-0.021223636,"u","f","stressed","pause",-1.91597686819885
"22",34,"White","man",0.063913326,"u:","t","stressed","pause",-1.96379438129669
"4",32,"White","man",-0.049190244,"i","sh","unstressed","pause",-1.99617807318288
"20",27,"White","man",-0.074723546,"e","s","stressed","pause",-1.87141368911667
"14",44,"White","man",0.074179398,"a","t","stressed","pause",-2.733331099728
"16",20,"White","woman",-0.043951888,"a","tsh","stressed","pause",-2.12236707113565
"19",30,"White","man",0.057136191,"e","t","stressed","pause",-1.57191113166609
"19",30,"White","man",0.057136191,"e","t","stressed","pause",-1.91555492301888
"11",33,"White","man",-0.056570351,"e","k","stressed","pause",-2.90086382627622
"13",29,"White","man",-0.046043939,"e","k","stressed","pause",-2.2127506872033
"19",30,"White","man",0.057136191,"e","k","stressed","pause",-1.96061918463197
"7",42,"White","woman",-0.071496002,"e","k","stressed","pause",-2.62640319336945
"11",33,"White","man",-0.056570351,"e","k","stressed","pause",-2.86078172133084
"13",29,"White","man",-0.046043939,"o","k","stressed","pause",-2.15804286129643
"3",45,"White","man",-0.011060947,"o","k","stressed","pause",-2.63907159798111
"5",42,"White","woman",0.01093994,"ay","t","stressed","pause",-2.89037175799073
"1",40,"White","woman",-0.026343975,"i","t","stressed","pause",-2.81412047809543
"1",40,"White","woman",-0.026343975,"ay","t","stressed","pause",-1.83910532846794
"13",29,"White","man",-0.046043939,"ay","t","stressed","pause",-3.03100041240519
"13",29,"White","man",-0.046043939,"i","k","stressed","pause",-1.84564885797701
"12",22,"White","woman",-0.015113638,"a:","t","stressed","pause",-4.26685356432977
"10",34,"White","woman",-0.021223636,"i","p","stressed","pause",-2.46093783473047
"4",32,"White","man",-0.049190244,"aw","th","stressed","pause",-1.71268516992196
"21",21,"White","woman",0.01093994,"ey","s","stressed","pause",-2.89183267859135
"1",40,"White","woman",-0.026343975,"ey","s","stressed","pause",-3.57370638401023
"12",22,"White","woman",-0.015113638,"i:","k","stressed","pause",-3.13265864122462
"13",29,"White","man",-0.046043939,"a","sh","stressed","pause",-1.93412408818421
"13",29,"White","man",-0.046043939,"i","t","stressed","pause",-2.81187107035059
"20",27,"White","man",-0.074723546,"o:","t","stressed","pause",-2.7786642878677
"7",42,"White","woman",-0.071496002,"o:","t","stressed","pause",-3.58119306856129
"2",27,"White","woman",-0.0010005,"o:","t","stressed","pause",-1.92418269765165
"7",42,"White","woman",-0.071496002,"o:","t","stressed","pause",-2.7407972610627
"3",45,"White","man",-0.011060947,"o","t","stressed","pause",-2.38833630977411
"8",22,"White","man",-0.021223636,"o","sh","stressed","pause",-2.40557967074918
"17",21,"White","woman",-0.012072581,"a","f","stressed","pause",-1.4095682917034
"7",42,"White","woman",-0.071496002,"a","f","stressed","pause",-2.13038158579826
"8",22,"White","man",-0.021223636,"a","f","stressed","pause",-1.79318556174747
"11",33,"White","man",-0.056570351,"i","k","stressed","pause",-3.11536563894574
"22",34,"White","man",0.063913326,"ey","t","stressed","pause",-3.36651406928701
"11",33,"White","man",-0.056570351,"ey","t","stressed","pause",-2.24142012456276
"14",44,"White","man",0.074179398,"i:","t","stressed","pause",-2.15547374330909
"1",40,"White","woman",-0.026343975,"i:","t","stressed","pause",-2.46727907469318
"22",34,"White","man",0.063913326,"i:","t","stressed","pause",-3.02366004683725
"19",30,"White","man",0.057136191,"i:","t","stressed","pause",-2.1246250793887
"7",42,"White","woman",-0.071496002,"i:","t","stressed","pause",-2.74554750539827
"3",45,"White","man",-0.011060947,"i:","t","stressed","pause",-3.49994517212161
"11",33,"White","man",-0.056570351,"u","f","stressed","pause",-2.13072734510469
"14",44,"White","man",0.074179398,"u","f","stressed","pause",-1.79897971721149
"21",21,"White","woman",0.01093994,"u","f","stressed","pause",-3.42426265430626
"17",21,"White","woman",-0.012072581,"u","f","stressed","pause",-3.4195557040702
"10",34,"White","woman",-0.021223636,"u","f","stressed","pause",-2.89955503223116
"22",34,"White","man",0.063913326,"u","f","stressed","pause",-2.37978391533769
"4",32,"White","man",-0.049190244,"u","f","stressed","pause",-1.70043005685742
"4",32,"White","man",-0.049190244,"u","f","stressed","pause",-1.80953265556291
"19",30,"White","man",0.057136191,"u","f","stressed","pause",-2.46404425885032
"2",27,"White","woman",-0.0010005,"u","f","stressed","pause",-2.74179583234887
"14",44,"White","man",0.074179398,"u","f","stressed","pause",-1.56444054656017
"21",21,"White","woman",0.01093994,"u","f","stressed","pause",-3.59875318248307
"13",29,"White","man",-0.046043939,"u","f","stressed","pause",-2.1674997335972
"17",21,"White","woman",-0.012072581,"u","f","stressed","pause",-1.43953994261134
"10",34,"White","woman",-0.021223636,"u","f","stressed","pause",-2.18568205257086
"4",32,"White","man",-0.049190244,"u","f","stressed","pause",-1.40209337127964
"8",22,"White","man",-0.021223636,"u","f","stressed","pause",-3.81886946090541
"11",33,"White","man",-0.056570351,"v","f","stressed","pause",-2.12061037654981
"14",44,"White","man",0.074179398,"u","f","stressed","pause",-1.90693876715745
"17",21,"White","woman",-0.012072581,"u","f","stressed","pause",-1.19084509152581
"4",32,"White","man",-0.049190244,"u","f","stressed","pause",-1.63256951355063
"19",30,"White","man",0.057136191,"u","f","stressed","pause",-2.22997163723575
"3",45,"White","man",-0.011060947,"u","f","stressed","pause",-1.36097655287249
"11",33,"White","man",-0.056570351,"u","f","stressed","pause",-1.80723647300271
"17",21,"White","woman",-0.012072581,"u","f","stressed","pause",-1.92504775817641
"1",40,"White","woman",-0.026343975,"u","f","stressed","pause",-3.31216375911329
"14",44,"White","man",0.074179398,"u","f","stressed","pause",-2.85981708948195
"17",21,"White","woman",-0.012072581,"u","f","stressed","pause",-1.9840313568768
"1",40,"White","woman",-0.026343975,"u","f","stressed","pause",-2.64417042543315
"6",44,"White","woman",-0.027371197,"u","f","stressed","pause",-1.78327973394269
"13",29,"White","man",-0.046043939,"u","f","stressed","pause",-1.91463853681592
"17",21,"White","woman",-0.012072581,"u","f","stressed","pause",-2.05181162185904
"4",32,"White","man",-0.049190244,"u","f","stressed","pause",-1.41249795809442
"14",44,"White","man",0.074179398,"u","f","stressed","pause",-1.99522346246848
"1",40,"White","woman",-0.026343975,"u","f","stressed","pause",-1.70704560639586
"3",45,"White","man",-0.011060947,"u","f","stressed","pause",-1.9259236484166
"3",45,"White","man",-0.011060947,"u","f","stressed","pause",-2.35524135772733
"3",45,"White","man",-0.011060947,"u","f","stressed","pause",-2.68737519285817
"3",45,"White","man",-0.011060947,"u","f","stressed","pause",-3.49774365537231
"7",42,"White","woman",-0.071496002,"u:","t","stressed","pause",-3.05233599036267
"11",33,"White","man",-0.056570351,"o:","t","stressed","pause",-3.36003167865675
"5",42,"White","woman",0.01093994,"i:","t","stressed","pause",-2.80051649545971
"19",30,"White","man",0.057136191,"o","t","stressed","pause",-1.34295164375083
"3",45,"White","man",-0.011060947,"o","t","stressed","pause",-2.86152894952158
"1",40,"White","woman",-0.026343975,"a","s","stressed","pause",-2.32268075528253
"13",29,"White","man",-0.046043939,"o:","t","stressed","pause",-2.37132790732846
"13",29,"White","man",-0.046043939,"i:","tsh","stressed","pause",-2.53551665041819
"3",45,"White","man",-0.011060947,"e","s","stressed","pause",-2.47379668019421
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-2.79575578186574
"9",21,"notWhite","man",-0.058688996,"a","t","stressed","pause",-2.85055026379914
"5",42,"White","woman",0.01093994,"a","t","stressed","pause",-1.90623671686522
"7",42,"White","woman",-0.071496002,"a","t","stressed","pause",-2.3697335796506
"3",45,"White","man",-0.011060947,"a","t","stressed","pause",-1.7506726090965
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-1.58045037567066
"3",45,"White","man",-0.011060947,"a","t","stressed","pause",-1.84007733240191
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.72263033769174
"7",42,"White","woman",-0.071496002,"a","t","stressed","pause",-1.7864824120878
"3",45,"White","man",-0.011060947,"a","t","stressed","pause",-1.90793090100039
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-2.663686934249
"7",42,"White","woman",-0.071496002,"a","t","stressed","pause",-2.63721485934
"3",45,"White","man",-0.011060947,"a","t","stressed","pause",-2.18590903939656
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-1.75809096065871
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.52386531189077
"7",42,"White","woman",-0.071496002,"a","t","stressed","pause",-2.546076856389
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-1.70574625967809
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.85006253550995
"7",42,"White","woman",-0.071496002,"a","t","stressed","pause",-1.60511227384695
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-1.81948401705647
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.83910532846806
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.52816639377936
"11",33,"White","man",-0.056570351,"a","t","stressed","pause",-1.37557833280394
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.98102829079189
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.75860726181577
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.47272686704687
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.06715733634247
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.68238691202865
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.7171583699883
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-2.55407311750125
"1",40,"White","woman",-0.026343975,"a","t","stressed","pause",-1.42016309366306
"5",42,"White","woman",0.01093994,"a","t","stressed","pause",-3.60963008251746
"7",42,"White","woman",-0.071496002,"a","t","stressed","pause",-2.20420110049946
"13",29,"White","man",-0.046043939,"i","s","stressed","pause",-1.77641706153052
"13",29,"White","man",-0.046043939,"i","s","stressed","pause",-1.26698926840245
"13",29,"White","man",-0.046043939,"i","s","stressed","pause",-1.4176094205289
"12",22,"White","woman",-0.015113638,"i","s","stressed","pause",-1.90743310892032
"22",34,"White","man",0.063913326,"o:","t","stressed","pause",-2.63109834361126
"5",42,"White","woman",0.01093994,"ay","t","stressed","pause",-2.41183509357768
"19",30,"White","man",0.057136191,"Vw","s","stressed","pause",-2.51133186525326
"13",29,"White","man",-0.046043939,"a","k","stressed","pause",-2.3558047896737
"14",44,"White","man",0.074179398,"a","sh","stressed","pause",-1.41722805492727
"16",20,"White","woman",-0.043951888,"i:","t","stressed","pause",-2.4189782744192
"16",20,"White","woman",-0.043951888,"i:","t","stressed","pause",-2.13862185861681
"13",29,"White","man",-0.046043939,"i","p","stressed","pause",-2.14647418861508
"3",45,"White","man",-0.011060947,"ay","s","stressed","pause",-2.46299157398309
"9",21,"notWhite","man",-0.058688996,"ay","s","stressed","pause",-3.12884192126473
"21",21,"White","woman",0.01093994,"i","t","stressed","pause",-2.82052818445525
"12",22,"White","woman",-0.015113638,"e","t","stressed","pause",-2.022647141796
"19",30,"White","man",0.057136191,"u","s","stressed","pause",-1.69589210691767
"4",32,"White","man",-0.049190244,"o","s","stressed","pause",-2.72985500344825
"11",33,"White","man",-0.056570351,"o","tsh","stressed","pause",-2.12343974381643
"1",40,"White","woman",-0.026343975,"o","tsh","stressed","pause",-3.40191856238113
"18",24,"notWhite","woman",-0.021223636,"o:","t","stressed","pause",-3.812378729709
"11",33,"White","man",-0.056570351,"i:","k","stressed","pause",-2.65147984978144
"1",40,"White","woman",-0.026343975,"i:","k","stressed","pause",-1.70762993842487
"19",30,"White","man",0.057136191,"i:","k","stressed","pause",-1.7545479404078
"3",45,"White","man",-0.011060947,"i:","k","stressed","pause",-1.9866808066722
"13",29,"White","man",-0.046043939,"i:","k","stressed","pause",-1.83560210724085
"18",24,"notWhite","woman",-0.021223636,"i:","k","stressed","pause",-1.41981705316285
"2",27,"White","woman",-0.0010005,"i:","k","stressed","pause",-2.58045461082301
"13",29,"White","man",-0.046043939,"i:","k","stressed","pause",-1.7783853622966
"13",29,"White","man",-0.046043939,"ey","t","stressed","pause",-2.86452154974874
"19",30,"White","man",0.057136191,"ey","t","stressed","pause",-1.7762108038004
"8",22,"White","man",-0.021223636,"e","s","stressed","pause",-2.22025169546342
"3",45,"White","man",-0.011060947,"i","tsh","stressed","pause",-2.72666376752207
"22",34,"White","man",0.063913326,"ay","t","stressed","pause",-2.60545591312682
"11",33,"White","man",-0.056570351,"i","th","stressed","pause",-1.64220973781927
"14",44,"White","man",0.074179398,"i","th","stressed","pause",-1.36364264280085
"19",30,"White","man",0.057136191,"i","th","stressed","pause",-2.05276655299829
"3",45,"White","man",-0.011060947,"i","th","stressed","pause",-3.52504372205699
"11",33,"White","man",-0.056570351,"i","th","stressed","pause",-2.0189763460086
"1",40,"White","woman",-0.026343975,"i","th","stressed","pause",-2.54293819723326
"1",40,"White","woman",-0.026343975,"i","th","stressed","pause",-1.56743318583858
"11",33,"White","man",-0.056570351,"er","k","stressed","pause",-3.16345786829478
"14",44,"White","man",0.074179398,"er","k","stressed","pause",-2.38839356516424
"13",29,"White","man",-0.046043939,"er","k","stressed","pause",-1.86070362616659
"12",22,"White","woman",-0.015113638,"er","k","stressed","pause",-2.42714781582359
"13",29,"White","man",-0.046043939,"er","k","stressed","pause",-1.4652025611917
"13",29,"White","man",-0.046043939,"er","k","stressed","pause",-2.76615607058931
"13",29,"White","man",-0.046043939,"er","k","stressed","pause",-1.59891527544889
"3",45,"White","man",-0.011060947,"er","k","stressed","pause",-2.98420646007553
"13",29,"White","man",-0.046043939,"er","k","stressed","pause",-3.94292853629549
"3",45,"White","man",-0.011060947,"er","k","stressed","pause",-1.93962005923974
"8",22,"White","man",-0.021223636,"er","k","stressed","pause",-3.55398659103198
"1",40,"White","woman",-0.026343975,"er","k","stressed","pause",-1.96391887548047
"13",29,"White","man",-0.046043939,"er","k","stressed","pause",-2.37848721242546
"22",34,"White","man",0.063913326,"er","s","stressed","pause",-1.66663606808295
"5",42,"White","woman",0.01093994,"er","s","stressed","pause",-3.50916786259937
"1",40,"White","woman",-0.026343975,"ay","t","stressed","pause",-2.46983292894535
"8",22,"White","man",-0.021223636,"ay","t","stressed","pause",-3.3424152304146
"12",22,"White","woman",-0.015113638,"e","k","stressed","pause",-2.27359755588293
"11",33,"White","man",-0.056570351,"e","s","stressed","pause",-2.56326030996567
"13",29,"White","man",-0.046043939,"e","s","stressed","pause",-1.27195106026138
"1",40,"White","woman",-0.026343975,"e","s","stressed","pause",-1.48596603966785
"10",34,"White","woman",-0.021223636,"e","s","stressed","pause",-2.04649738583336
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-2.0385178586204
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-2.12404407372593
"6",44,"White","woman",-0.027371197,"e","s","stressed","pause",-1.92120287722636
"4",32,"White","man",-0.049190244,"e","s","stressed","pause",-1.57048682599562
"8",22,"White","man",-0.021223636,"e","s","stressed","pause",-2.79857288818445
"2",27,"White","woman",-0.0010005,"e","s","stressed","pause",-2.79461913491042
"11",33,"White","man",-0.056570351,"e","s","stressed","pause",-2.93646200478496
"20",27,"White","man",-0.074723546,"e","s","stressed","pause",-2.71133333890064
"5",42,"White","woman",0.01093994,"e","s","stressed","pause",-1.23511085356014
"22",34,"White","man",0.063913326,"e","s","stressed","pause",-1.96426847151105
"6",44,"White","woman",-0.027371197,"e","s","stressed","pause",-3.19083773034697
"4",32,"White","man",-0.049190244,"e","s","stressed","pause",-1.91071332160789
"18",24,"notWhite","woman",-0.021223636,"e","s","stressed","pause",-1.43929730509127
"8",22,"White","man",-0.021223636,"e","s","stressed","pause",-2.30181902821267
"2",27,"White","woman",-0.0010005,"e","s","stressed","pause",-2.37045061980801
"20",27,"White","man",-0.074723546,"e","s","stressed","pause",-2.60384208011661
