Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,S,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,S,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,S,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,uh,P,P,27,0.999,Claire,2960,0.159,2,N
Sue,um,P,P,27,0.999,Claire,2960,0.159,2,N
