Heather,um,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,em,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,em,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,uh,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
Heather,um,S,P,40,0.974,Claire,9818,0.552,1,NA
Heather,um,P,S,40,0.974,Claire,9818,0.552,1,NA
